file	chr	start	end
./data/chr09-9134279-10376248.snp.RData	chr09	9134279	10376248
./data/chr09-10376249-11905202.snp.RData	chr09	10376249	11905202
./data/chr09-11905203-13340772.snp.RData	chr09	11905203	13340772
./data/chr09-13340773-14889950.snp.RData	chr09	13340773	14889950
./data/chr09-14889951-16246886.snp.RData	chr09	14889951	16246886
./data/chr09-16246887-17739259.snp.RData	chr09	16246887	17739259
./data/chr09-17739260-19242206.snp.RData	chr09	17739260	19242206
./data/chr09-19242207-20807706.snp.RData	chr09	19242207	20807706
./data/chr09-20807707-22314692.snp.RData	chr09	20807707	22314692
./data/chr09-22314693-23012720.snp.RData	chr09	22314693	23012720
./data/chr10-1-1288996.snp.RData	chr10	1	1288996
./data/chr10-1288997-2421043.snp.RData	chr10	1288997	2421043
./data/chr10-2421044-3759518.snp.RData	chr10	2421044	3759518
./data/chr10-3759519-5063745.snp.RData	chr10	3759519	5063745
./data/chr10-5063746-6642482.snp.RData	chr10	5063746	6642482
./data/chr10-6642483-8536919.snp.RData	chr10	6642483	8536919
./data/chr10-8536920-10021608.snp.RData	chr10	8536920	10021608
./data/chr10-10021609-11610143.snp.RData	chr10	10021609	11610143
./data/chr10-11610144-13210561.snp.RData	chr10	11610144	13210561
./data/chr10-13210562-14680116.snp.RData	chr10	13210562	14680116
./data/chr10-14680117-16247241.snp.RData	chr10	14680117	16247241
./data/chr10-16247242-17819762.snp.RData	chr10	16247242	17819762
./data/chr10-17819763-19482553.snp.RData	chr10	17819763	19482553
./data/chr10-19482554-21102106.snp.RData	chr10	19482554	21102106
./data/chr10-21102107-22786100.snp.RData	chr10	21102107	22786100
./data/chr10-22786101-23207287.snp.RData	chr10	22786101	23207287
./data/chr11-1-2120542.snp.RData	chr11	1	2120542
./data/chr11-2120543-3826447.snp.RData	chr11	2120543	3826447
./data/chr11-3826448-5604289.snp.RData	chr11	3826448	5604289
./data/chr11-5604290-7173967.snp.RData	chr11	5604290	7173967
./data/chr11-7173968-8668291.snp.RData	chr11	7173968	8668291
./data/chr11-8668292-9914518.snp.RData	chr11	8668292	9914518
./data/chr11-9914519-11036241.snp.RData	chr11	9914519	11036241
./data/chr11-11036242-12943457.snp.RData	chr11	11036242	12943457
./data/chr11-12943458-14293522.snp.RData	chr11	12943458	14293522
./data/chr11-14293523-15506925.snp.RData	chr11	14293523	15506925
./data/chr11-15506926-16631867.snp.RData	chr11	15506926	16631867
./data/chr11-16631868-17772160.snp.RData	chr11	16631868	17772160
./data/chr11-17772161-19015708.snp.RData	chr11	17772161	19015708
./data/chr11-19015709-20515306.snp.RData	chr11	19015709	20515306
./data/chr11-20515307-21800454.snp.RData	chr11	20515307	21800454
./data/chr11-21800455-23127944.snp.RData	chr11	21800455	23127944
./data/chr11-23127945-24650861.snp.RData	chr11	23127945	24650861
./data/chr11-24650862-26116059.snp.RData	chr11	24650862	26116059
./data/chr11-26116060-27831464.snp.RData	chr11	26116060	27831464
./data/chr11-27831465-29021106.snp.RData	chr11	27831465	29021106
./data/chr12-1-2074854.snp.RData	chr12	1	2074854
./data/chr12-2074855-3512815.snp.RData	chr12	2074855	3512815
./data/chr12-3512816-5083250.snp.RData	chr12	3512816	5083250
./data/chr12-5083251-6971553.snp.RData	chr12	5083251	6971553
./data/chr12-6971554-8368204.snp.RData	chr12	6971554	8368204
./data/chr12-8368205-9797920.snp.RData	chr12	8368205	9797920
./data/chr12-9797921-11398516.snp.RData	chr12	9797921	11398516
./data/chr12-11398517-13432842.snp.RData	chr12	11398517	13432842
./data/chr12-13432843-14771767.snp.RData	chr12	13432843	14771767
./data/chr12-14771768-16283188.snp.RData	chr12	14771768	16283188
./data/chr12-16283189-17850217.snp.RData	chr12	16283189	17850217
./data/chr12-17850218-19348874.snp.RData	chr12	17850218	19348874
./data/chr12-19348875-21282860.snp.RData	chr12	19348875	21282860
./data/chr12-21282861-22649546.snp.RData	chr12	21282861	22649546
./data/chr12-22649547-24127552.snp.RData	chr12	22649547	24127552
./data/chr12-24127553-25826277.snp.RData	chr12	24127553	25826277
./data/chr12-25826278-27531856.snp.RData	chr12	25826278	27531856
